TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11965.00000        9.38974
TAB:  Serbia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 Serbia Confirmed cc1=  .978920 cc2=  .625367 lx=  5.38974 if=  49 il=  56 3/18/2020  n=   7 now=   11965 end=        219        83       221 U=     6.39 T=   55.8 p1= -98.2 p2=  5463.5 ed=    70 4/1/2020    x1=  49. x2=  56. y1=  1.07 y2=  -.03 BEST
AAA2     1 Serbia Confirmed cc1=  .979838 cc2=  .625367 lx=  5.28974 if=  49 il=  56 3/18/2020  n=   7 now=   11965 end=        219        83       221 U=     6.39 T=   55.8 p1= -98.2 p2=  5463.5 ed=    70 4/1/2020    x1=  49. x2=  56. y1=  1.07 y2=  -.03 BEST
GP: Confirmed Serbia 3/18/2020        56   11965      219      83      221     7    70 4/1/2020  
AAA1     1 Serbia Confirmed cc1=  .972729 cc2=  .594765 lx=  5.38974 if=  50 il=  56 3/18/2020  n=   6 now=   11965 end=        219        83       221 U=     6.50 T=   55.8 p1= -98.2 p2=  5463.5 ed=    71 4/2/2020    x1=  50. x2=  56. y1=   .89 y2=  -.03 BEST
AAA2     1 Serbia Confirmed cc1=  .973323 cc2=  .594765 lx=  5.28974 if=  50 il=  56 3/18/2020  n=   6 now=   11965 end=        219        83       221 U=     6.50 T=   55.8 p1= -98.2 p2=  5463.5 ed=    71 4/2/2020    x1=  50. x2=  56. y1=   .89 y2=  -.03 BEST
GP: Confirmed Serbia 3/18/2020        56   11965      219      83      221     7    71 4/2/2020  
AAA2     1 Serbia Confirmed cc1=  .981672 cc2=  .573423 lx= 11.38974 if=  51 il=  56 3/18/2020  n=   5 now=   11965 end=      88410        83       221 U=    42.82 T=  139.1 p1= 638.9 p2=    13.5 ed=   240 9/18/2020   x1=  51. x2=  56. y1=  2.06 y2=  1.94     
GP: Confirmed Serbia 3/18/2020        56   11965    -          83      221     7   240 9/18/2020 
AAA1     1 Serbia Confirmed cc1=  .983407 cc2=  .716145 lx=  5.38974 if=  44 il=  57 3/19/2020  n=  13 now=   11965 end=        219       103       221 U=     6.61 T=   55.1 p1= -98.2 p2=  5463.5 ed=    70 4/1/2020    x1=  44. x2=  57. y1=  1.68 y2=  -.28 BEST
AAA2     1 Serbia Confirmed cc1=  .983642 cc2=  .716145 lx=  5.28974 if=  44 il=  57 3/19/2020  n=  13 now=   11965 end=        219       103       221 U=     6.61 T=   55.1 p1= -98.2 p2=  5463.5 ed=    70 4/1/2020    x1=  44. x2=  57. y1=  1.68 y2=  -.28 BEST
GP: Confirmed Serbia 3/19/2020        57   11965      219     103      221     7    70 4/1/2020  
AAA1     1 Serbia Confirmed cc1=  .986530 cc2=  .709180 lx=  5.38974 if=  45 il=  57 3/19/2020  n=  12 now=   11965 end=        219       103       221 U=     6.11 T=   55.3 p1= -98.2 p2=  5463.5 ed=    69 3/31/2020   x1=  45. x2=  57. y1=  1.68 y2=  -.28 BEST
AAA2     1 Serbia Confirmed cc1=  .987222 cc2=  .709180 lx=  5.28974 if=  45 il=  57 3/19/2020  n=  12 now=   11965 end=        219       103       221 U=     6.11 T=   55.3 p1= -98.2 p2=  5463.5 ed=    69 3/31/2020   x1=  45. x2=  57. y1=  1.68 y2=  -.28 BEST
GP: Confirmed Serbia 3/19/2020        57   11965      219     103      221     7    69 3/31/2020 
AAA1     1 Serbia Confirmed cc1=  .985735 cc2=  .697060 lx=  5.38974 if=  46 il=  57 3/19/2020  n=  11 now=   11965 end=        219       103       221 U=     5.60 T=   55.4 p1= -98.2 p2=  5463.5 ed=    68 3/30/2020   x1=  46. x2=  57. y1=  1.68 y2=  -.28 BEST
AAA2     1 Serbia Confirmed cc1=  .986952 cc2=  .697060 lx=  5.28974 if=  46 il=  57 3/19/2020  n=  11 now=   11965 end=        219       103       221 U=     5.60 T=   55.4 p1= -98.2 p2=  5463.5 ed=    68 3/30/2020   x1=  46. x2=  57. y1=  1.68 y2=  -.28 BEST
GP: Confirmed Serbia 3/19/2020        57   11965      219     103      221     7    68 3/30/2020 
AAA1     1 Serbia Confirmed cc1=  .981421 cc2=  .679910 lx=  5.38974 if=  47 il=  57 3/19/2020  n=  10 now=   11965 end=        219       103       221 U=     5.09 T=   55.6 p1= -98.2 p2=  5463.5 ed=    67 3/29/2020   x1=  47. x2=  57. y1=  1.68 y2=  -.28 BEST
AAA2     1 Serbia Confirmed cc1=  .983054 cc2=  .679910 lx=  5.28974 if=  47 il=  57 3/19/2020  n=  10 now=   11965 end=        219       103       221 U=     5.09 T=   55.6 p1= -98.2 p2=  5463.5 ed=    67 3/29/2020   x1=  47. x2=  57. y1=  1.68 y2=  -.28 BEST
GP: Confirmed Serbia 3/19/2020        57   11965      219     103      221     7    67 3/29/2020 
AAA1     1 Serbia Confirmed cc1=  .984975 cc2=  .668747 lx=  5.38974 if=  48 il=  57 3/19/2020  n=   9 now=   11965 end=        219       103       221 U=     5.59 T=   55.4 p1= -98.2 p2=  5463.5 ed=    68 3/30/2020   x1=  48. x2=  57. y1=  1.33 y2=  -.28 BEST
AAA2     1 Serbia Confirmed cc1=  .985457 cc2=  .668747 lx=  5.28974 if=  48 il=  57 3/19/2020  n=   9 now=   11965 end=        219       103       221 U=     5.59 T=   55.4 p1= -98.2 p2=  5463.5 ed=    68 3/30/2020   x1=  48. x2=  57. y1=  1.33 y2=  -.28 BEST
GP: Confirmed Serbia 3/19/2020        57   11965      219     103      221     7    68 3/30/2020 
AAA1     1 Serbia Confirmed cc1=  .983342 cc2=  .650008 lx=  5.45974 if=  49 il=  57 3/19/2020  n=   8 now=   11965 end=        235       103       221 U=     6.24 T=   55.8 p1= -98.0 p2=  5091.5 ed=    70 4/1/2020    x1=  49. x2=  57. y1=  1.09 y2=  -.19 BEST
AAA2     1 Serbia Confirmed cc1=  .983342 cc2=  .650008 lx=  5.46374 if=  49 il=  57 3/19/2020  n=   8 now=   11965 end=        235       103       221 U=     6.24 T=   55.8 p1= -98.0 p2=  5091.5 ed=    70 4/1/2020    x1=  49. x2=  57. y1=  1.09 y2=  -.19 BEST
GP: Confirmed Serbia 3/19/2020        57   11965      235     103      221     7    70 4/1/2020  
AAA1     1 Serbia Confirmed cc1=  .978275 cc2=  .624722 lx=  5.77974 if=  50 il=  57 3/19/2020  n=   7 now=   11965 end=        323       103       221 U=     7.72 T=   58.0 p1= -97.3 p2=  3704.3 ed=    76 4/7/2020    x1=  50. x2=  57. y1=  1.04 y2=   .14 BEST
AAA2     1 Serbia Confirmed cc1=  .978275 cc2=  .624722 lx=  5.78074 if=  50 il=  57 3/19/2020  n=   7 now=   11965 end=        323       103       221 U=     7.72 T=   58.0 p1= -97.3 p2=  3704.3 ed=    76 4/7/2020    x1=  50. x2=  57. y1=  1.04 y2=   .14 BEST
GP: Confirmed Serbia 3/19/2020        57   11965      323     103      221     7    76 4/7/2020  
AAA2     1 Serbia Confirmed cc1=  .984620 cc2=  .606656 lx= 11.38974 if=  51 il=  57 3/19/2020  n=   6 now=   11965 end=      88410       103       221 U=    40.48 T=  134.3 p1= 638.9 p2=    13.5 ed=   229 9/7/2020    x1=  51. x2=  57. y1=  2.06 y2=  1.91     
GP: Confirmed Serbia 3/19/2020        57   11965    -         103      221     7   229 9/7/2020  
AAA2     1 Serbia Confirmed cc1=  .975909 cc2=  .567661 lx= 11.38974 if=  52 il=  57 3/19/2020  n=   5 now=   11965 end=      88410       103       221 U=    44.35 T=  141.7 p1= 638.9 p2=    13.5 ed=   246 9/24/2020   x1=  52. x2=  57. y1=  2.02 y2=  1.91     
GP: Confirmed Serbia 3/19/2020        57   11965    -         103      221     7   246 9/24/2020 
AAA1     1 Serbia Confirmed cc1=  .984516 cc2=  .726317 lx=  5.69974 if=  44 il=  58 3/20/2020  n=  14 now=   11965 end=        298       135       221 U=     7.10 T=   56.4 p1= -97.5 p2=  4015.1 ed=    73 4/4/2020    x1=  44. x2=  58. y1=  1.74 y2=  -.23 BEST
AAA2     1 Serbia Confirmed cc1=  .984516 cc2=  .726317 lx=  5.69474 if=  44 il=  58 3/20/2020  n=  14 now=   11965 end=        298       135       221 U=     7.10 T=   56.4 p1= -97.5 p2=  4015.1 ed=    73 4/4/2020    x1=  44. x2=  58. y1=  1.74 y2=  -.23 BEST
GP: Confirmed Serbia 3/20/2020        58   11965      298     135      221     5    73 4/4/2020  
AAA1     1 Serbia Confirmed cc1=  .986768 cc2=  .719507 lx=  5.57974 if=  45 il=  58 3/20/2020  n=  13 now=   11965 end=        265       135       221 U=     6.15 T=   55.6 p1= -97.8 p2=  4515.1 ed=    70 4/1/2020    x1=  45. x2=  58. y1=  1.72 y2=  -.39 BEST
AAA2     1 Serbia Confirmed cc1=  .986768 cc2=  .719507 lx=  5.57974 if=  45 il=  58 3/20/2020  n=  13 now=   11965 end=        265       135       221 U=     6.15 T=   55.6 p1= -97.8 p2=  4515.1 ed=    70 4/1/2020    x1=  45. x2=  58. y1=  1.72 y2=  -.39 BEST
GP: Confirmed Serbia 3/20/2020        58   11965      265     135      221     5    70 4/1/2020  
AAA1     1 Serbia Confirmed cc1=  .985987 cc2=  .708637 lx=  5.49974 if=  46 il=  58 3/20/2020  n=  12 now=   11965 end=        244       135       221 U=     5.39 T=   55.2 p1= -98.0 p2=  4903.7 ed=    67 3/29/2020   x1=  46. x2=  58. y1=  1.70 y2=  -.52 BEST
AAA2     1 Serbia Confirmed cc1=  .985987 cc2=  .708637 lx=  5.50374 if=  46 il=  58 3/20/2020  n=  12 now=   11965 end=        244       135       221 U=     5.39 T=   55.2 p1= -98.0 p2=  4903.7 ed=    67 3/29/2020   x1=  46. x2=  58. y1=  1.70 y2=  -.52 BEST
GP: Confirmed Serbia 3/20/2020        58   11965      244     135      221     5    67 3/29/2020 
AAA1     1 Serbia Confirmed cc1=  .982201 cc2=  .693526 lx=  5.48974 if=  47 il=  58 3/20/2020  n=  11 now=   11965 end=        242       135       221 U=     4.91 T=   55.4 p1= -98.0 p2=  4944.2 ed=    66 3/28/2020   x1=  47. x2=  58. y1=  1.70 y2=  -.54 BEST
AAA2     1 Serbia Confirmed cc1=  .982201 cc2=  .693526 lx=  5.48874 if=  47 il=  58 3/20/2020  n=  11 now=   11965 end=        242       135       221 U=     4.91 T=   55.4 p1= -98.0 p2=  4944.2 ed=    66 3/28/2020   x1=  47. x2=  58. y1=  1.70 y2=  -.54 BEST
GP: Confirmed Serbia 3/20/2020        58   11965      242     135      221     5    66 3/28/2020 
AAA1     1 Serbia Confirmed cc1=  .983954 cc2=  .682443 lx=  5.81974 if=  48 il=  58 3/20/2020  n=  10 now=   11965 end=        336       135       221 U=     6.55 T=   57.4 p1= -97.2 p2=  3561.0 ed=    72 4/3/2020    x1=  48. x2=  58. y1=  1.44 y2=  -.09 BEST
AAA2     1 Serbia Confirmed cc1=  .983954 cc2=  .682443 lx=  5.82274 if=  48 il=  58 3/20/2020  n=  10 now=   11965 end=        336       135       221 U=     6.55 T=   57.4 p1= -97.2 p2=  3561.0 ed=    72 4/3/2020    x1=  48. x2=  58. y1=  1.44 y2=  -.09 BEST
GP: Confirmed Serbia 3/20/2020        58   11965      336     135      221     5    72 4/3/2020  
AAA2     1 Serbia Confirmed cc1=  .983426 cc2=  .667198 lx=  6.37974 if=  49 il=  58 3/20/2020  n=   9 now=   11965 end=        589       135       221 U=     9.27 T=   61.6 p1= -95.1 p2=  2031.4 ed=    83 4/14/2020   x1=  49. x2=  58. y1=  1.36 y2=   .39     
GP: Confirmed Serbia 3/20/2020        58   11965      589     135      221     5    83 4/14/2020 
AAA2     1 Serbia Confirmed cc1=  .980389 cc2=  .647056 lx=  7.36974 if=  50 il=  58 3/20/2020  n=   8 now=   11965 end=       1587       135       221 U=    13.67 T=   70.3 p1= -86.7 p2=   753.9 ed=   102 5/3/2020    x1=  50. x2=  58. y1=  1.49 y2=   .90     
GP: Confirmed Serbia 3/20/2020        58   11965     1587     135      221     5   102 5/3/2020  
AAA2     1 Serbia Confirmed cc1=  .983648 cc2=  .630095 lx= 11.38974 if=  51 il=  58 3/20/2020  n=   7 now=   11965 end=      88410       135       221 U=    37.01 T=  127.2 p1= 638.9 p2=    13.5 ed=   214 8/23/2020   x1=  51. x2=  58. y1=  2.06 y2=  1.87     
GP: Confirmed Serbia 3/20/2020        58   11965    -         135      221     5   214 8/23/2020 
AAA2     1 Serbia Confirmed cc1=  .978064 cc2=  .600100 lx= 11.38974 if=  52 il=  58 3/20/2020  n=   6 now=   11965 end=      88410       135       221 U=    39.06 T=  131.0 p1= 638.9 p2=    13.5 ed=   223 9/1/2020    x1=  52. x2=  58. y1=  2.02 y2=  1.87     
GP: Confirmed Serbia 3/20/2020        58   11965    -         135      221     5   223 9/1/2020  
AAA2     1 Serbia Confirmed cc1=  .991360 cc2=  .583111 lx= 11.38974 if=  53 il=  58 3/20/2020  n=   5 now=   11965 end=      88410       135       221 U=    33.79 T=  121.2 p1= 638.9 p2=    13.5 ed=   200 8/9/2020    x1=  53. x2=  58. y1=  2.02 y2=  1.87     
GP: Confirmed Serbia 3/20/2020        58   11965    -         135      221     5   200 8/9/2020  
AAA1     1 Serbia Confirmed cc1=  .985633 cc2=  .735633 lx=  6.07974 if=  44 il=  59 3/21/2020  n=  15 now=   11965 end=        436       171       221 U=     8.03 T=   58.5 p1= -96.4 p2=  2744.3 ed=    77 4/8/2020    x1=  44. x2=  59. y1=  1.80 y2=  -.06 BEST
AAA2     1 Serbia Confirmed cc1=  .985633 cc2=  .735633 lx=  6.07674 if=  44 il=  59 3/21/2020  n=  15 now=   11965 end=        436       171       221 U=     8.03 T=   58.5 p1= -96.4 p2=  2744.3 ed=    77 4/8/2020    x1=  44. x2=  59. y1=  1.80 y2=  -.06 BEST
GP: Confirmed Serbia 3/21/2020        59   11965      436     171      221     4    77 4/8/2020  
AAA1     1 Serbia Confirmed cc1=  .986899 cc2=  .728700 lx=  5.94974 if=  45 il=  59 3/21/2020  n=  14 now=   11965 end=        383       171       221 U=     7.01 T=   57.5 p1= -96.8 p2=  3124.0 ed=    74 4/5/2020    x1=  45. x2=  59. y1=  1.78 y2=  -.21 BEST
AAA2     1 Serbia Confirmed cc1=  .986899 cc2=  .728700 lx=  5.95374 if=  45 il=  59 3/21/2020  n=  14 now=   11965 end=        383       171       221 U=     7.01 T=   57.5 p1= -96.8 p2=  3124.0 ed=    74 4/5/2020    x1=  45. x2=  59. y1=  1.78 y2=  -.21 BEST
GP: Confirmed Serbia 3/21/2020        59   11965      383     171      221     4    74 4/5/2020  
AAA1     1 Serbia Confirmed cc1=  .985526 cc2=  .718264 lx=  5.87974 if=  46 il=  59 3/21/2020  n=  13 now=   11965 end=        357       171       221 U=     6.26 T=   57.1 p1= -97.0 p2=  3351.5 ed=    71 4/2/2020    x1=  46. x2=  59. y1=  1.77 y2=  -.30 BEST
AAA2     1 Serbia Confirmed cc1=  .985526 cc2=  .718264 lx=  5.87474 if=  46 il=  59 3/21/2020  n=  13 now=   11965 end=        357       171       221 U=     6.26 T=   57.1 p1= -97.0 p2=  3351.5 ed=    71 4/2/2020    x1=  46. x2=  59. y1=  1.77 y2=  -.30 BEST
GP: Confirmed Serbia 3/21/2020        59   11965      357     171      221     4    71 4/2/2020  
AAA1     1 Serbia Confirmed cc1=  .981874 cc2=  .704524 lx=  5.86974 if=  47 il=  59 3/21/2020  n=  12 now=   11965 end=        354       171       221 U=     5.75 T=   57.2 p1= -97.0 p2=  3379.9 ed=    70 4/1/2020    x1=  47. x2=  59. y1=  1.77 y2=  -.32 BEST
AAA2     1 Serbia Confirmed cc1=  .981874 cc2=  .704524 lx=  5.87374 if=  47 il=  59 3/21/2020  n=  12 now=   11965 end=        354       171       221 U=     5.75 T=   57.2 p1= -97.0 p2=  3379.9 ed=    70 4/1/2020    x1=  47. x2=  59. y1=  1.77 y2=  -.32 BEST
GP: Confirmed Serbia 3/21/2020        59   11965      354     171      221     4    70 4/1/2020  
AAA2     1 Serbia Confirmed cc1=  .984776 cc2=  .696101 lx=  6.36974 if=  48 il=  59 3/21/2020  n=  11 now=   11965 end=        583       171       221 U=     8.12 T=   60.7 p1= -95.1 p2=  2052.3 ed=    79 4/10/2020   x1=  48. x2=  59. y1=  1.56 y2=   .21     
GP: Confirmed Serbia 3/21/2020        59   11965      583     171      221     4    79 4/10/2020 
AAA2     1 Serbia Confirmed cc1=  .985494 cc2=  .683983 lx=  7.31974 if=  49 il=  59 3/21/2020  n=  10 now=   11965 end=       1509       171       221 U=    12.54 T=   68.8 p1= -87.4 p2=   792.9 ed=    98 4/29/2020   x1=  49. x2=  59. y1=  1.58 y2=   .78     
GP: Confirmed Serbia 3/21/2020        59   11965     1509     171      221     4    98 4/29/2020 
AAA2     1 Serbia Confirmed cc1=  .984041 cc2=  .667813 lx=  9.47974 if=  50 il=  59 3/21/2020  n=   9 now=   11965 end=      13091       171       221 U=    21.96 T=   91.2 p1=   9.4 p2=    91.4 ed=   143 6/13/2020   x1=  50. x2=  59. y1=  1.88 y2=  1.47     
GP: Confirmed Serbia 3/21/2020        59   11965    13091     171      221     4   143 6/13/2020 
AAA2     1 Serbia Confirmed cc1=  .984815 cc2=  .651482 lx= 11.38974 if=  51 il=  59 3/21/2020  n=   8 now=   11965 end=      88410       171       221 U=    35.36 T=  123.8 p1= 638.9 p2=    13.5 ed=   207 8/16/2020   x1=  51. x2=  59. y1=  2.06 y2=  1.83     
GP: Confirmed Serbia 3/21/2020        59   11965    -         171      221     4   207 8/16/2020 
AAA2     1 Serbia Confirmed cc1=  .981907 cc2=  .628353 lx= 11.38974 if=  52 il=  59 3/21/2020  n=   7 now=   11965 end=      88410       171       221 U=    36.70 T=  126.2 p1= 638.9 p2=    13.5 ed=   212 8/21/2020   x1=  52. x2=  59. y1=  2.02 y2=  1.83     
GP: Confirmed Serbia 3/21/2020        59   11965    -         171      221     4   212 8/21/2020 
AAA2     1 Serbia Confirmed cc1=  .992712 cc2=  .614747 lx= 11.38974 if=  53 il=  59 3/21/2020  n=   6 now=   11965 end=      88410       171       221 U=    32.42 T=  118.4 p1= 638.9 p2=    13.5 ed=   194 8/3/2020    x1=  53. x2=  59. y1=  2.02 y2=  1.83     
GP: Confirmed Serbia 3/21/2020        59   11965    -         171      221     4   194 8/3/2020  
