TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       12001.00000        9.39275
TAB:  Denmark Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Denmark 5/14/2020       113   12001    12366   10713    12129     8   121 5/22/2020 
AAA2     1 Denmark Confirmed cc1=  .998595 cc2=  .868406 lx=  9.42275 if=  55 il= 113 5/14/2020  n=  58 now=   12001 end=      12366     10713     12129 U=    20.19 T=   73.8 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  55. x2= 113. y1=   .93 y2= -1.94     
GP: Confirmed Denmark 5/14/2020       113   12001    12366   10713    12129     8   121 5/22/2020 
AAA2     1 Denmark Confirmed cc1=  .998649 cc2=  .867342 lx=  9.42275 if=  56 il= 113 5/14/2020  n=  57 now=   12001 end=      12366     10713     12129 U=    20.06 T=   74.1 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  56. x2= 113. y1=   .90 y2= -1.94     
GP: Confirmed Denmark 5/14/2020       113   12001    12366   10713    12129     8   121 5/22/2020 
AAA2     1 Denmark Confirmed cc1=  .998700 cc2=  .866247 lx=  9.41275 if=  57 il= 113 5/14/2020  n=  56 now=   12001 end=      12243     10713     12129 U=    19.49 T=   73.8 p1=   2.0 p2=    98.0 ed=   119 5/20/2020   x1=  57. x2= 113. y1=   .86 y2= -2.01     
GP: Confirmed Denmark 5/14/2020       113   12001    12243   10713    12129     8   119 5/20/2020 
AAA2     1 Denmark Confirmed cc1=  .998733 cc2=  .865102 lx=  9.41275 if=  58 il= 113 5/14/2020  n=  55 now=   12001 end=      12243     10713     12129 U=    19.39 T=   74.0 p1=   2.0 p2=    98.0 ed=   119 5/20/2020   x1=  58. x2= 113. y1=   .82 y2= -2.01     
GP: Confirmed Denmark 5/14/2020       113   12001    12243   10713    12129     8   119 5/20/2020 
AAA2     1 Denmark Confirmed cc1=  .998750 cc2=  .863910 lx=  9.41275 if=  59 il= 113 5/14/2020  n=  54 now=   12001 end=      12243     10713     12129 U=    19.20 T=   74.3 p1=   2.0 p2=    98.0 ed=   119 5/20/2020   x1=  59. x2= 113. y1=   .80 y2= -2.01     
GP: Confirmed Denmark 5/14/2020       113   12001    12243   10713    12129     8   119 5/20/2020 
AAA1     1 Denmark Confirmed cc1=  .998733 cc2=  .862651 lx=  9.40275 if=  60 il= 113 5/14/2020  n=  53 now=   12001 end=      12121     10713     12129 U=    18.52 T=   74.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  60. x2= 113. y1=   .77 y2= -2.09 BEST
AAA2     1 Denmark Confirmed cc1=  .998740 cc2=  .862651 lx=  9.40675 if=  60 il= 113 5/14/2020  n=  53 now=   12001 end=      12121     10713     12129 U=    18.52 T=   74.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  60. x2= 113. y1=   .77 y2= -2.09 BEST
GP: Confirmed Denmark 5/14/2020       113   12001    12121   10713    12129     8   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998686 cc2=  .861325 lx=  9.40275 if=  61 il= 113 5/14/2020  n=  52 now=   12001 end=      12121     10713     12129 U=    18.28 T=   74.8 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  61. x2= 113. y1=   .75 y2= -2.09 BEST
AAA2     1 Denmark Confirmed cc1=  .998689 cc2=  .861325 lx=  9.40575 if=  61 il= 113 5/14/2020  n=  52 now=   12001 end=      12121     10713     12129 U=    18.28 T=   74.8 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  61. x2= 113. y1=   .75 y2= -2.09 BEST
GP: Confirmed Denmark 5/14/2020       113   12001    12121   10713    12129     8   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998610 cc2=  .859935 lx=  9.40275 if=  62 il= 113 5/14/2020  n=  51 now=   12001 end=      12121     10713     12129 U=    18.22 T=   74.9 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  62. x2= 113. y1=   .71 y2= -2.09 BEST
AAA2     1 Denmark Confirmed cc1=  .998612 cc2=  .859935 lx=  9.40475 if=  62 il= 113 5/14/2020  n=  51 now=   12001 end=      12121     10713     12129 U=    18.22 T=   74.9 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  62. x2= 113. y1=   .71 y2= -2.09 BEST
GP: Confirmed Denmark 5/14/2020       113   12001    12121   10713    12129     8   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998526 cc2=  .858498 lx=  9.40275 if=  63 il= 113 5/14/2020  n=  50 now=   12001 end=      12121     10713     12129 U=    18.12 T=   75.1 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  63. x2= 113. y1=   .67 y2= -2.09 BEST
AAA2     1 Denmark Confirmed cc1=  .998529 cc2=  .858498 lx=  9.40475 if=  63 il= 113 5/14/2020  n=  50 now=   12001 end=      12121     10713     12129 U=    18.12 T=   75.1 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  63. x2= 113. y1=   .67 y2= -2.09 BEST
GP: Confirmed Denmark 5/14/2020       113   12001    12121   10713    12129     8   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998440 cc2=  .857018 lx=  9.40275 if=  64 il= 113 5/14/2020  n=  49 now=   12001 end=      12121     10713     12129 U=    18.05 T=   75.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  64. x2= 113. y1=   .62 y2= -2.09 BEST
AAA2     1 Denmark Confirmed cc1=  .998445 cc2=  .857018 lx=  9.40575 if=  64 il= 113 5/14/2020  n=  49 now=   12001 end=      12121     10713     12129 U=    18.05 T=   75.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  64. x2= 113. y1=   .62 y2= -2.09 BEST
GP: Confirmed Denmark 5/14/2020       113   12001    12121   10713    12129     8   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998355 cc2=  .855498 lx=  9.40275 if=  65 il= 113 5/14/2020  n=  48 now=   12001 end=      12121     10713     12129 U=    18.00 T=   75.4 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  65. x2= 113. y1=   .58 y2= -2.09 BEST
AAA2     1 Denmark Confirmed cc1=  .998365 cc2=  .855498 lx=  9.40775 if=  65 il= 113 5/14/2020  n=  48 now=   12001 end=      12121     10713     12129 U=    18.00 T=   75.4 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  65. x2= 113. y1=   .58 y2= -2.09 BEST
GP: Confirmed Denmark 5/14/2020       113   12001    12121   10713    12129     8   117 5/18/2020 
AAA2     1 Denmark Confirmed cc1=  .998292 cc2=  .853954 lx=  9.41275 if=  66 il= 113 5/14/2020  n=  47 now=   12001 end=      12243     10713     12129 U=    18.41 T=   75.9 p1=   2.0 p2=    98.0 ed=   119 5/20/2020   x1=  66. x2= 113. y1=   .54 y2= -2.01     
GP: Confirmed Denmark 5/14/2020       113   12001    12243   10713    12129     8   119 5/20/2020 
AAA2     1 Denmark Confirmed cc1=  .998265 cc2=  .852400 lx=  9.41275 if=  67 il= 113 5/14/2020  n=  46 now=   12001 end=      12243     10713     12129 U=    18.38 T=   76.0 p1=   2.0 p2=    98.0 ed=   119 5/20/2020   x1=  67. x2= 113. y1=   .49 y2= -2.01     
GP: Confirmed Denmark 5/14/2020       113   12001    12243   10713    12129     8   119 5/20/2020 
AAA2     1 Denmark Confirmed cc1=  .998266 cc2=  .850824 lx=  9.41275 if=  68 il= 113 5/14/2020  n=  45 now=   12001 end=      12243     10713     12129 U=    18.31 T=   76.1 p1=   2.0 p2=    98.0 ed=   119 5/20/2020   x1=  68. x2= 113. y1=   .44 y2= -2.01     
GP: Confirmed Denmark 5/14/2020       113   12001    12243   10713    12129     8   119 5/20/2020 
AAA2     1 Denmark Confirmed cc1=  .998376 cc2=  .849305 lx=  9.42275 if=  69 il= 113 5/14/2020  n=  44 now=   12001 end=      12366     10713     12129 U=    18.95 T=   76.2 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  69. x2= 113. y1=   .38 y2= -1.94     
GP: Confirmed Denmark 5/14/2020       113   12001    12366   10713    12129     8   120 5/21/2020 
AAA2     1 Denmark Confirmed cc1=  .998494 cc2=  .847739 lx=  9.43275 if=  70 il= 113 5/14/2020  n=  43 now=   12001 end=      12490     10713     12129 U=    19.51 T=   76.4 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  70. x2= 113. y1=   .33 y2= -1.87     
GP: Confirmed Denmark 5/14/2020       113   12001    12490   10713    12129     8   122 5/23/2020 
AAA2     1 Denmark Confirmed cc1=  .998692 cc2=  .846193 lx=  9.44275 if=  71 il= 113 5/14/2020  n=  42 now=   12001 end=      12616     10713     12129 U=    20.15 T=   76.5 p1=   5.1 p2=    95.1 ed=   124 5/25/2020   x1=  71. x2= 113. y1=   .27 y2= -1.81     
GP: Confirmed Denmark 5/14/2020       113   12001    12616   10713    12129     8   124 5/25/2020 
AAA2     1 Denmark Confirmed cc1=  .998959 cc2=  .844656 lx=  9.45275 if=  72 il= 113 5/14/2020  n=  41 now=   12001 end=      12743     10713     12129 U=    21.01 T=   76.2 p1=   6.2 p2=    94.2 ed=   125 5/26/2020   x1=  72. x2= 113. y1=   .20 y2= -1.75     
GP: Confirmed Denmark 5/14/2020       113   12001    12743   10713    12129     8   125 5/26/2020 
AAA2     1 Denmark Confirmed cc1=  .999155 cc2=  .842981 lx=  9.47275 if=  73 il= 113 5/14/2020  n=  40 now=   12001 end=      13000     10713     12129 U=    22.34 T=   76.3 p1=   8.3 p2=    92.3 ed=   129 5/30/2020   x1=  73. x2= 113. y1=   .15 y2= -1.64     
GP: Confirmed Denmark 5/14/2020       113   12001    13000   10713    12129     8   129 5/30/2020 
AAA2     1 Denmark Confirmed cc1=  .999339 cc2=  .841225 lx=  9.48275 if=  74 il= 113 5/14/2020  n=  39 now=   12001 end=      13131     10713     12129 U=    23.11 T=   76.2 p1=   9.4 p2=    91.4 ed=   130 5/31/2020   x1=  74. x2= 113. y1=   .10 y2= -1.59     
GP: Confirmed Denmark 5/14/2020       113   12001    13131   10713    12129     8   130 5/31/2020 
AAA2     1 Denmark Confirmed cc1=  .999532 cc2=  .839404 lx=  9.50275 if=  75 il= 113 5/14/2020  n=  38 now=   12001 end=      13396     10713     12129 U=    24.54 T=   76.2 p1=  11.6 p2=    89.6 ed=   134 6/4/2020    x1=  75. x2= 113. y1=   .05 y2= -1.50     
GP: Confirmed Denmark 5/14/2020       113   12001    13396   10713    12129     8   134 6/4/2020  
AAA2     1 Denmark Confirmed cc1=  .999700 cc2=  .837479 lx=  9.51275 if=  76 il= 113 5/14/2020  n=  37 now=   12001 end=      13531     10713     12129 U=    25.77 T=   75.5 p1=  12.7 p2=    88.7 ed=   136 6/6/2020    x1=  76. x2= 113. y1=  -.02 y2= -1.45     
GP: Confirmed Denmark 5/14/2020       113   12001    13531   10713    12129     8   136 6/6/2020  
AAA2     1 Denmark Confirmed cc1=  .999720 cc2=  .835321 lx=  9.52275 if=  77 il= 113 5/14/2020  n=  36 now=   12001 end=      13667     10713     12129 U=    26.91 T=   75.0 p1=  13.9 p2=    87.8 ed=   138 6/8/2020    x1=  77. x2= 113. y1=  -.07 y2= -1.41     
GP: Confirmed Denmark 5/14/2020       113   12001    13667   10713    12129     8   138 6/8/2020  
AAA2     1 Denmark Confirmed cc1=  .999696 cc2=  .833029 lx=  9.52275 if=  78 il= 113 5/14/2020  n=  35 now=   12001 end=      13667     10713     12129 U=    27.10 T=   74.7 p1=  13.9 p2=    87.8 ed=   138 6/8/2020    x1=  78. x2= 113. y1=  -.12 y2= -1.41     
GP: Confirmed Denmark 5/14/2020       113   12001    13667   10713    12129     8   138 6/8/2020  
AAA2     1 Denmark Confirmed cc1=  .999680 cc2=  .830649 lx=  9.52275 if=  79 il= 113 5/14/2020  n=  34 now=   12001 end=      13667     10713     12129 U=    27.10 T=   74.7 p1=  13.9 p2=    87.8 ed=   138 6/8/2020    x1=  79. x2= 113. y1=  -.16 y2= -1.41     
GP: Confirmed Denmark 5/14/2020       113   12001    13667   10713    12129     8   138 6/8/2020  
AAA2     1 Denmark Confirmed cc1=  .999670 cc2=  .828172 lx=  9.51275 if=  80 il= 113 5/14/2020  n=  33 now=   12001 end=      13531     10713     12129 U=    26.43 T=   74.6 p1=  12.7 p2=    88.7 ed=   136 6/6/2020    x1=  80. x2= 113. y1=  -.21 y2= -1.45     
GP: Confirmed Denmark 5/14/2020       113   12001    13531   10713    12129     8   136 6/6/2020  
AAA2     1 Denmark Confirmed cc1=  .999656 cc2=  .825579 lx=  9.51275 if=  81 il= 113 5/14/2020  n=  32 now=   12001 end=      13531     10713     12129 U=    26.40 T=   74.6 p1=  12.7 p2=    88.7 ed=   136 6/6/2020    x1=  81. x2= 113. y1=  -.24 y2= -1.45     
GP: Confirmed Denmark 5/14/2020       113   12001    13531   10713    12129     8   136 6/6/2020  
AAA2     1 Denmark Confirmed cc1=  .999646 cc2=  .822870 lx=  9.50275 if=  82 il= 113 5/14/2020  n=  31 now=   12001 end=      13396     10713     12129 U=    25.56 T=   74.7 p1=  11.6 p2=    89.6 ed=   135 6/5/2020    x1=  82. x2= 113. y1=  -.29 y2= -1.50     
GP: Confirmed Denmark 5/14/2020       113   12001    13396   10713    12129     8   135 6/5/2020  
AAA2     1 Denmark Confirmed cc1=  .999615 cc2=  .820010 lx=  9.50275 if=  83 il= 113 5/14/2020  n=  30 now=   12001 end=      13396     10713     12129 U=    25.60 T=   74.6 p1=  11.6 p2=    89.6 ed=   135 6/5/2020    x1=  83. x2= 113. y1=  -.33 y2= -1.50     
GP: Confirmed Denmark 5/14/2020       113   12001    13396   10713    12129     8   135 6/5/2020  
AAA2     1 Denmark Confirmed cc1=  .999585 cc2=  .817011 lx=  9.49275 if=  84 il= 113 5/14/2020  n=  29 now=   12001 end=      13263     10713     12129 U=    24.86 T=   74.6 p1=  10.5 p2=    90.5 ed=   133 6/3/2020    x1=  84. x2= 113. y1=  -.38 y2= -1.54     
GP: Confirmed Denmark 5/14/2020       113   12001    13263   10713    12129     8   133 6/3/2020  
AAA2     1 Denmark Confirmed cc1=  .999547 cc2=  .813851 lx=  9.49275 if=  85 il= 113 5/14/2020  n=  28 now=   12001 end=      13263     10713     12129 U=    24.93 T=   74.5 p1=  10.5 p2=    90.5 ed=   133 6/3/2020    x1=  85. x2= 113. y1=  -.42 y2= -1.54     
GP: Confirmed Denmark 5/14/2020       113   12001    13263   10713    12129     8   133 6/3/2020  
AAA2     1 Denmark Confirmed cc1=  .999512 cc2=  .810530 lx=  9.49275 if=  86 il= 113 5/14/2020  n=  27 now=   12001 end=      13263     10713     12129 U=    25.00 T=   74.4 p1=  10.5 p2=    90.5 ed=   133 6/3/2020    x1=  86. x2= 113. y1=  -.46 y2= -1.54     
GP: Confirmed Denmark 5/14/2020       113   12001    13263   10713    12129     8   133 6/3/2020  
AAA2     1 Denmark Confirmed cc1=  .999499 cc2=  .807049 lx=  9.48275 if=  87 il= 113 5/14/2020  n=  26 now=   12001 end=      13131     10713     12129 U=    24.23 T=   74.4 p1=   9.4 p2=    91.4 ed=   131 6/1/2020    x1=  87. x2= 113. y1=  -.52 y2= -1.59     
GP: Confirmed Denmark 5/14/2020       113   12001    13131   10713    12129     8   131 6/1/2020  
AAA2     1 Denmark Confirmed cc1=  .999490 cc2=  .803374 lx=  9.47275 if=  88 il= 113 5/14/2020  n=  25 now=   12001 end=      13000     10713     12129 U=    23.31 T=   74.7 p1=   8.3 p2=    92.3 ed=   129 5/30/2020   x1=  88. x2= 113. y1=  -.57 y2= -1.64     
GP: Confirmed Denmark 5/14/2020       113   12001    13000   10713    12129     8   129 5/30/2020 
AAA2     1 Denmark Confirmed cc1=  .999446 cc2=  .799446 lx=  9.46275 if=  89 il= 113 5/14/2020  n=  24 now=   12001 end=      12871     10713     12129 U=    22.31 T=   75.2 p1=   7.2 p2=    93.2 ed=   127 5/28/2020   x1=  89. x2= 113. y1=  -.62 y2= -1.70     
GP: Confirmed Denmark 5/14/2020       113   12001    12871   10713    12129     8   127 5/28/2020 
AAA2     1 Denmark Confirmed cc1=  .999374 cc2=  .795249 lx=  9.46275 if=  90 il= 113 5/14/2020  n=  23 now=   12001 end=      12871     10713     12129 U=    22.32 T=   75.2 p1=   7.2 p2=    93.2 ed=   127 5/28/2020   x1=  90. x2= 113. y1=  -.66 y2= -1.70     
GP: Confirmed Denmark 5/14/2020       113   12001    12871   10713    12129     8   127 5/28/2020 
AAA2     1 Denmark Confirmed cc1=  .999291 cc2=  .790776 lx=  9.47275 if=  91 il= 113 5/14/2020  n=  22 now=   12001 end=      13000     10713     12129 U=    23.35 T=   74.7 p1=   8.3 p2=    92.3 ed=   129 5/30/2020   x1=  91. x2= 113. y1=  -.70 y2= -1.64     
GP: Confirmed Denmark 5/14/2020       113   12001    13000   10713    12129     8   129 5/30/2020 
AAA2     1 Denmark Confirmed cc1=  .999207 cc2=  .786006 lx=  9.46275 if=  92 il= 113 5/14/2020  n=  21 now=   12001 end=      12871     10713     12129 U=    22.51 T=   74.8 p1=   7.2 p2=    93.2 ed=   127 5/28/2020   x1=  92. x2= 113. y1=  -.76 y2= -1.70     
GP: Confirmed Denmark 5/14/2020       113   12001    12871   10713    12129     8   127 5/28/2020 
AAA2     1 Denmark Confirmed cc1=  .999100 cc2=  .780882 lx=  9.45275 if=  93 il= 113 5/14/2020  n=  20 now=   12001 end=      12743     10713     12129 U=    21.51 T=   75.3 p1=   6.2 p2=    94.2 ed=   126 5/27/2020   x1=  93. x2= 113. y1=  -.82 y2= -1.75     
GP: Confirmed Denmark 5/14/2020       113   12001    12743   10713    12129     8   126 5/27/2020 
AAA2     1 Denmark Confirmed cc1=  .998960 cc2=  .775353 lx=  9.46275 if=  94 il= 113 5/14/2020  n=  19 now=   12001 end=      12871     10713     12129 U=    22.86 T=   74.2 p1=   7.2 p2=    93.2 ed=   128 5/29/2020   x1=  94. x2= 113. y1=  -.86 y2= -1.70     
GP: Confirmed Denmark 5/14/2020       113   12001    12871   10713    12129     8   128 5/29/2020 
AAA2     1 Denmark Confirmed cc1=  .998948 cc2=  .769533 lx=  9.44275 if=  95 il= 113 5/14/2020  n=  18 now=   12001 end=      12616     10713     12129 U=    20.95 T=   75.1 p1=   5.1 p2=    95.1 ed=   124 5/25/2020   x1=  95. x2= 113. y1=  -.95 y2= -1.81     
GP: Confirmed Denmark 5/14/2020       113   12001    12616   10713    12129     8   124 5/25/2020 
AAA2     1 Denmark Confirmed cc1=  .998903 cc2=  .763201 lx=  9.42275 if=  96 il= 113 5/14/2020  n=  17 now=   12001 end=      12366     10713     12129 U=    18.96 T=   76.2 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  96. x2= 113. y1= -1.04 y2= -1.94     
GP: Confirmed Denmark 5/14/2020       113   12001    12366   10713    12129     8   120 5/21/2020 
AAA2     1 Denmark Confirmed cc1=  .998762 cc2=  .756227 lx=  9.41275 if=  97 il= 113 5/14/2020  n=  16 now=   12001 end=      12243     10713     12129 U=    18.02 T=   76.7 p1=   2.0 p2=    98.0 ed=   119 5/20/2020   x1=  97. x2= 113. y1= -1.13 y2= -2.01     
GP: Confirmed Denmark 5/14/2020       113   12001    12243   10713    12129     8   119 5/20/2020 
AAA1     1 Denmark Confirmed cc1=  .998609 cc2=  .748609 lx=  9.40275 if=  98 il= 113 5/14/2020  n=  15 now=   12001 end=      12121     10713     12129 U=    17.11 T=   77.2 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  98. x2= 113. y1= -1.21 y2= -2.09 BEST
AAA2     1 Denmark Confirmed cc1=  .998610 cc2=  .748609 lx=  9.39975 if=  98 il= 113 5/14/2020  n=  15 now=   12001 end=      12121     10713     12129 U=    17.11 T=   77.2 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  98. x2= 113. y1= -1.21 y2= -2.09 BEST
GP: Confirmed Denmark 5/14/2020       113   12001    12121   10713    12129     8   117 5/18/2020 
AAA2     1 Denmark Confirmed cc1=  .998521 cc2=  .740322 lx=  9.38275 if=  99 il= 113 5/14/2020  n=  14 now=   12001 end=      11881     10713     12129 U=    15.18 T=   78.6 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1=  99. x2= 113. y1= -1.35 y2= -2.27     
GP: Confirmed Denmark 5/14/2020       113   12001    11881   10713    12129     8   114 5/15/2020 
AAA2     1 Denmark Confirmed cc1=  .998594 cc2=  .731333 lx=  9.36275 if= 100 il= 113 5/14/2020  n=  13 now=   12001 end=      11646     10713     12129 U=    13.19 T=   80.3 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1= 100. x2= 113. y1= -1.50 y2= -2.48     
GP: Confirmed Denmark 5/14/2020       113   12001    11646   10713    12129     8   111 5/12/2020 
AAA2     1 Denmark Confirmed cc1=  .999186 cc2=  .721836 lx=  9.34275 if= 101 il= 113 5/14/2020  n=  12 now=   12001 end=      11415     10713     12129 U=    10.77 T=   83.3 p1=  -4.9 p2=   105.1 ed=   108 5/9/2020    x1= 101. x2= 113. y1= -1.64 y2= -2.76     
GP: Confirmed Denmark 5/14/2020       113   12001    11415   10713    12129     8   108 5/9/2020  
AAA2     1 Denmark Confirmed cc1=  .999487 cc2=  .710812 lx=  9.33275 if= 102 il= 113 5/14/2020  n=  11 now=   12001 end=      11302     10713     12129 U=     9.46 T=   85.3 p1=  -5.8 p2=   106.2 ed=   107 5/8/2020    x1= 102. x2= 113. y1= -1.76 y2= -2.93     
GP: Confirmed Denmark 5/14/2020       113   12001    11302   10713    12129     8   107 5/8/2020  
AAA2     1 Denmark Confirmed cc1=  .999501 cc2=  .697990 lx=  9.33275 if= 103 il= 113 5/14/2020  n=  10 now=   12001 end=      11302     10713     12129 U=     9.35 T=   85.6 p1=  -5.8 p2=   106.2 ed=   107 5/8/2020    x1= 103. x2= 113. y1= -1.86 y2= -2.93     
GP: Confirmed Denmark 5/14/2020       113   12001    11302   10713    12129     8   107 5/8/2020  
AAA2     1 Denmark Confirmed cc1=  .999554 cc2=  .683327 lx=  9.32275 if= 104 il= 113 5/14/2020  n=   9 now=   12001 end=      11189     10713     12129 U=     8.20 T=   87.3 p1=  -6.8 p2=   107.3 ed=   106 5/7/2020    x1= 104. x2= 113. y1= -2.04 y2= -3.13     
GP: Confirmed Denmark 5/14/2020       113   12001    11189   10713    12129     8   106 5/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999692 cc2=  .666359 lx=  9.31275 if= 105 il= 113 5/14/2020  n=   8 now=   12001 end=      11078     10713     12129 U=     6.81 T=   89.9 p1=  -7.7 p2=   108.3 ed=   105 5/6/2020    x1= 105. x2= 113. y1= -2.22 y2= -3.40     
GP: Confirmed Denmark 5/14/2020       113   12001    11078   10713    12129     8   105 5/6/2020  
